index,y
2023-01-01_OUG,204
2023-01-01_APN,149
2023-01-01_WRR,157
2023-01-01_K5Q,212
2023-01-01_D68,206
2023-01-01_2P1,201
2023-01-01_B65,159
2023-01-01_EFN,235
2023-01-01_ROF,97
2023-01-01_1EJ,239
2023-01-01_H1M,166
2023-01-01_B9M,108
2023-01-01_1I8,197
2023-01-01_JP8,210
2023-01-01_2PZ,157
2023-01-01_KQC,238
2023-01-01_Z4A,78
2023-01-01_CRS,217
2023-01-01_5ZC,188
2023-01-01_5MR,133
2023-01-01_18L,161
2023-01-01_VAU,230
2023-01-01_1TQ,80
2023-01-01_745,231
2023-01-01_FBN,231
2023-01-01_K71,163
2023-01-01_WGP,178
2023-01-01_Z1H,263
2023-01-01_KDO,194
2023-01-01_YDH,155
2023-01-01_5KJ,116
2023-01-01_EMR,192
2023-01-01_003,196
2023-01-01_SYW,190
2023-01-01_BRP,234
2023-01-01_YLE,193
2023-01-01_J4R,203
2023-01-01_KN2,163
2023-01-01_Y5A,262
2023-01-01_856,215
2023-01-01_FKG,179
2023-01-01_VA1,249
2023-01-01_1EX,182
2023-01-01_SAD,174
2023-01-01_182,135
2023-01-01_0Y9,150
2023-01-01_B45,181
2023-01-01_DMX,240
2023-01-01_A8Q,193
2023-01-01_BHE,198
2023-01-01_45E,176
2023-01-01_W7F,190
2023-01-01_XKD,185
2023-01-01_TVC,159
2023-01-01_FSR,179
2023-01-01_ZXY,147
2023-01-01_3XF,196
2023-01-01_VEF,189
2023-01-01_47F,209
2023-01-01_495,219
2023-01-01_HID,189
2023-01-01_43B,257
2023-01-01_EHY,148
2023-01-01_VTD,204
2023-01-01_KA0,254
2023-01-01_MDL,172
2023-01-01_C4L,254
2023-01-01_WDG,224
2023-01-01_TXU,230
2023-01-01_R2F,214
2023-01-01_GTH,222
2023-01-01_8PU,134
2023-01-01_AOH,195
2023-01-01_RM4,161
2023-01-01_PBR,168
2023-01-01_NWM,180
2023-01-01_TGR,234
2023-01-01_969,207
2023-01-01_6A9,214
2023-01-01_H5M,217
2023-01-01_9IN,206
2023-01-01_Q70,190
2023-01-01_VVQ,251
2023-01-01_B8A,34
2023-01-01_V6N,156
2023-01-01_0YY,139
2023-01-01_XN6,221
2023-01-01_PQF,213
2023-01-01_193,24
2023-01-01_LHY,84
2023-01-01_WQO,122
2023-01-01_WQR,179
2023-01-01_NEB,79
2023-01-01_0WC,26
2023-01-01_7EJ,164
2023-01-01_YX9,155
2023-01-01_1VL,102
2023-01-01_AOW,188
2023-01-01_1EB,187
2023-01-01_Q5M,186
2023-01-01_BI7,164
2023-01-01_V5L,42
2023-01-01_0CM,32
2023-01-01_UCE,145
2023-01-01_6VM,132
2023-01-01_BC6,190
2023-01-01_KAX,96
2023-01-01_DRI,190
2023-01-01_IAM,197
2023-01-01_1AA,174
2023-01-01_A1R,122
2023-01-01_9P6,237
2023-01-01_W68,145
2023-01-01_I6E,123
2023-01-01_AGN,232
2023-01-01_JFA,216
2023-01-01_9MC,198
2023-01-01_NXN,179
2023-01-01_B34,97
2023-01-01_0GU,130
2023-01-01_XM1,134
2023-01-01_BUH,202
2023-01-01_Y1C,213
2023-01-01_294,159
2023-01-01_ZIK,206
2023-01-01_HZ1,168
2023-01-01_N6O,54
2023-01-01_K6N,232
2023-01-01_QTM,248
2023-01-01_G1F,144
2023-01-01_SSM,212
2023-01-01_OWM,136
2023-01-01_H2M,47
2023-01-01_SZ5,234
2023-01-01_700,195
2023-01-01_6HE,172
2023-01-01_TMT,207
2023-01-01_VZD,213
2023-01-01_T2H,126
2023-01-01_19G,219
2023-01-01_12Q,150
2023-01-01_APM,33
2023-01-01_DF2,121
2023-01-01_BZL,21
2023-01-01_EVR,185
2023-01-01_VS0,188
2023-01-01_MBC,156
2023-01-01_EOE,151
2023-01-01_I8D,207
2023-01-01_X3T,264
2023-01-01_L6F,238
2023-01-01_TFW,240
2023-01-01_WVV,189
2023-01-01_23N,163
2023-01-01_4WI,126
2023-01-01_KO0,211
2023-01-01_0S9,207
2023-01-01_09U,159
2023-01-01_OM7,169
2023-01-01_I9U,170
2023-01-01_RDK,191
2023-01-01_S3E,146
2023-01-01_SWS,150
2023-01-01_WDP,127
2023-01-01_ZII,245
2023-01-01_W67,206
2023-01-01_Q62,174
2023-01-01_ICH,213
2023-01-01_NZP,161
2023-01-01_CM6,199
2023-01-01_IJR,220
2023-01-01_AK3,188
2023-01-01_CW1,179
2023-01-01_P8U,170
2023-01-01_KHT,295
2023-01-01_033,229
2023-01-01_6E0,167
2023-01-01_2EW,115
2023-01-01_9RF,207
2023-01-01_K75,165
2023-01-01_UAJ,170
2023-01-01_PCE,230
2023-01-01_OF0,149
2023-01-01_2UV,236
2023-01-01_PRZ,227
2023-01-01_L15,177
2023-01-01_2YA,294
2023-01-01_214,199
2023-01-01_4V8,229
2023-01-01_CS1,192
2023-01-01_KY2,137
2023-01-01_5SM,149
2023-01-01_3T2,142
2023-01-01_UM6,151
2023-01-01_WMZ,242
2023-01-01_WO7,231
2023-01-01_VEO,203
2023-01-01_TCL,186
2023-01-01_AZV,236
2023-01-01_TV1,187
2023-01-01_BJM,214
2023-01-01_IJC,223
2023-01-01_GIE,232
2023-01-01_NSN,190
2023-01-01_3Y4,156
2023-01-01_PWO,180
2023-01-01_52H,195
2023-01-01_0ZP,238
2023-01-01_9IV,203
2023-01-01_E6L,191
2023-01-01_CET,239
2023-01-01_O5P,129
2023-01-01_X6B,216
2023-01-01_M36,212
2023-01-01_6TL,249
2023-01-01_UC4,265
2023-01-01_GMD,164
2023-01-01_PUW,153
2023-01-01_KEC,171
2023-01-01_ZSR,148
2023-01-01_4AH,153
2023-01-01_8XN,224
2023-01-01_ESA,182
2023-01-01_HXV,208
2023-01-01_I8O,221
2023-01-01_H2L,166
2023-01-01_XL2,239
2023-01-01_K4X,200
2023-01-01_REW,248
2023-01-01_26J,224
2023-01-01_I7J,208
2023-01-01_TO8,120
2023-01-01_ANI,177
2023-01-01_GUQ,194
2023-01-01_W06,246
2023-01-01_TGW,169
2023-01-01_BE1,212
2023-01-01_VMM,210
2023-01-01_VBL,272
2023-01-01_Z76,239
2023-01-01_QL3,193
2023-01-01_0TR,247
2023-01-01_N6I,162
2023-01-01_NEG,267
2023-01-01_48S,138
2023-01-01_0JU,145
2023-01-01_2T1,247
2023-01-01_VTE,258
2023-01-01_C5E,210
2023-01-01_94K,214
2023-01-01_OE1,218
2023-01-01_V2R,233
2023-01-01_K2M,190
2023-01-01_T5V,165
2023-01-01_ARC,197
2023-01-01_X3Q,308
2023-01-01_HN1,187
2023-01-01_4EG,155
2023-01-01_WNT,145
2023-01-01_I10,189
2023-01-01_T16,177
2023-01-01_PD6,173
2023-01-01_FTX,223
2023-01-01_MBB,209
2023-01-01_MX8,194
2023-01-01_MPO,258
2023-01-01_4RW,260
2023-01-01_X2X,183
2023-01-01_RVB,142
2023-01-01_488,222
2023-01-01_DS2,156
2023-01-01_92P,96
2023-01-01_YJK,279
2023-01-01_BL1,162
2023-01-01_PEA,164
2023-01-01_T29,153
2023-01-01_56W,238
2023-01-01_2AC,161
2023-01-01_J52,158
2023-01-01_KBV,230
2023-01-01_BJ5,125
2023-01-01_VV4,77
2023-01-01_034,237
2023-01-01_4MO,224
2023-01-01_VTP,220
2023-01-01_RPX,160
2023-01-01_YAQ,202
2023-01-01_B5A,193
2023-01-01_CQT,196
2023-01-01_GW7,176
2023-01-01_2SG,156
2023-01-01_959,145
2023-01-01_XXI,157
2023-01-01_6FB,182
2023-01-01_9LN,177
2023-01-01_4CZ,194
2023-01-01_V2P,196
2023-01-01_N9K,289
2023-01-01_P6E,175
2023-01-01_BDC,157
2023-01-01_W14,188
2023-02-01_1J7,79
2023-02-01_O2O,17
2023-02-01_NZV,14
2023-02-01_8QR,25
2023-02-01_L58,13
2023-02-01_UMC,72
2023-02-01_FK3,118
2023-02-01_I1K,70
2023-02-01_KY6,95
2023-02-01_V8D,85
2023-02-01_EK4,82
2023-02-01_357,98
2023-02-01_O7B,87
2023-02-01_RYX,81
2023-02-01_TEP,102
2023-02-01_CUF,81
2023-02-01_4UY,59
2023-02-01_EQX,69
2023-02-01_I9K,93
2023-02-01_FA8,96
2023-02-01_EPD,74
2023-02-01_VML,34
2023-02-01_GV0,86
2023-02-01_MNO,17
2023-02-01_5KB,84
2023-02-01_6WR,104
2023-02-01_BRZ,122
2023-02-01_BUY,89
2023-02-01_C3A,84
2023-02-01_276,91
2023-02-01_IFB,88
2023-02-01_1PW,68
2023-02-01_6UW,89
2023-02-01_RR1,93
2023-02-01_XTG,98
2023-02-01_JXV,96
2023-02-01_OD3,103
2023-02-01_YTV,111
2023-02-01_Z2T,84
2023-02-01_GOJ,101
2023-02-01_8X9,93
2023-02-01_R83,113
2023-02-01_XIG,67
2023-02-01_CSD,108
2023-02-01_30R,92
2023-02-01_OOY,76
2023-02-01_JCN,68
2023-02-01_G10,76
2023-02-01_MM6,35
2023-02-01_NT4,108
2023-02-01_IOR,39
2023-02-01_J9C,87
2023-02-01_VI4,102
2023-02-01_8WZ,29
2023-02-01_FYB,114
2023-02-01_5GK,78
2023-02-01_QQJ,19
2023-02-01_E9M,40
2023-02-01_F77,103
2023-02-01_JX6,75
2023-02-01_HW6,25
2023-02-01_30I,32
2023-02-01_CWQ,74
2023-02-01_4IM,18
2023-02-01_59A,25
2023-02-01_BZ0,50
2023-02-01_5S5,12
2023-02-01_MK9,103
2023-02-01_JCW,83
2023-02-01_34L,56
2023-02-01_EBP,70
2023-02-01_V4D,86
2023-02-01_3KU,94
2023-02-01_BNR,67
2023-02-01_VGQ,97
2023-02-01_B3W,113
2023-02-01_HOX,52
2023-02-01_9WY,126
2023-02-01_N7J,73
2023-02-01_4YU,116
2023-02-01_JD3,64
2023-02-01_RF2,92
2023-02-01_FBH,95
2023-02-01_P4J,88
2023-02-01_QV8,97
2023-02-01_SH9,69
2023-02-01_DBV,86
2023-02-01_3NQ,104
2023-02-01_651,71
2023-02-01_HOC,79
2023-02-01_3W6,102
2023-02-01_EIZ,89
2023-02-01_87K,104
2023-02-01_289,90
2023-02-01_XRB,112
2023-02-01_BKJ,103
2023-02-01_T91,127
2023-02-01_NVE,138
2023-02-01_CJP,74
2023-02-01_5U5,117
2023-02-01_BPW,64
2023-02-01_GKH,98
2023-02-01_XOK,87
2023-02-01_72S,86
2023-02-01_4PO,72
2023-02-01_5PK,83
2023-02-01_5WG,115
2023-02-01_J9O,76
2023-02-01_6DU,98
2023-02-01_MIH,111
2023-02-01_DSX,49
2023-02-01_F7I,88
2023-02-01_OYD,74
2023-02-01_P3G,118
2023-02-01_B3D,73
2023-02-01_B61,90
2023-02-01_8E0,71
2023-02-01_7NG,124
2023-02-01_222,94
2023-02-01_1TE,78
2023-02-01_CYD,85
2023-02-01_GN3,121
2023-02-01_11W,107
2023-02-01_4SH,101
2023-02-01_3NS,98
2023-02-01_W80,16
2023-02-01_OTS,90
2023-02-01_25G,124
2023-02-01_XUL,66
2023-02-01_Z5T,93
2023-02-01_56P,102
2023-02-01_WIX,90
2023-02-01_TPX,84
2023-02-01_F30,87
2023-02-01_OUG,96
2023-02-01_APN,73
2023-02-01_WRR,80
2023-02-01_K5Q,102
2023-02-01_D68,96
2023-02-01_2P1,92
2023-02-01_B65,76
2023-02-01_EFN,105
2023-02-01_ROF,51
2023-02-01_1EJ,114
2023-02-01_H1M,71
2023-02-01_B9M,56
2023-02-01_1I8,88
2023-02-01_JP8,98
2023-02-01_2PZ,75
2023-02-01_KQC,105
2023-02-01_Z4A,37
2023-02-01_CRS,104
2023-02-01_5ZC,90
2023-02-01_5MR,66
2023-02-01_18L,81
2023-02-01_VAU,110
2023-02-01_1TQ,40
2023-02-01_745,106
2023-02-01_FBN,99
2023-02-01_K71,69
2023-02-01_WGP,90
2023-02-01_Z1H,120
2023-02-01_KDO,94
2023-02-01_YDH,75
2023-02-01_5KJ,54
2023-02-01_EMR,89
2023-02-01_003,91
2023-02-01_SYW,91
2023-02-01_BRP,117
2023-02-01_YLE,87
2023-02-01_J4R,106
2023-02-01_KN2,83
2023-02-01_Y5A,130
2023-02-01_856,93
2023-02-01_FKG,80
2023-02-01_VA1,112
2023-02-01_1EX,86
2023-02-01_SAD,84
2023-02-01_182,68
2023-02-01_0Y9,75
2023-02-01_B45,100
2023-02-01_DMX,104
2023-02-01_A8Q,95
2023-02-01_BHE,92
2023-02-01_45E,85
2023-02-01_W7F,91
2023-02-01_XKD,87
2023-02-01_TVC,85
2023-02-01_FSR,89
2023-02-01_ZXY,73
2023-02-01_3XF,86
2023-02-01_VEF,98
2023-02-01_47F,100
2023-02-01_495,98
2023-02-01_HID,87
2023-02-01_43B,119
2023-02-01_EHY,67
2023-02-01_VTD,95
2023-02-01_KA0,118
2023-02-01_MDL,80
2023-02-01_C4L,122
2023-02-01_WDG,103
2023-02-01_TXU,110
2023-02-01_R2F,100
2023-02-01_GTH,106
2023-02-01_8PU,61
2023-02-01_AOH,98
2023-02-01_RM4,80
2023-02-01_PBR,87
2023-02-01_NWM,81
2023-02-01_TGR,107
2023-02-01_969,93
2023-02-01_6A9,102
2023-02-01_H5M,109
2023-02-01_9IN,97
2023-02-01_Q70,87
2023-02-01_VVQ,117
2023-02-01_B8A,19
2023-02-01_V6N,71
2023-02-01_0YY,65
2023-02-01_XN6,102
2023-02-01_PQF,102
2023-02-01_193,15
2023-02-01_LHY,43
2023-02-01_WQO,61
2023-02-01_WQR,84
2023-02-01_NEB,34
2023-02-01_0WC,14
2023-02-01_7EJ,88
2023-02-01_YX9,81
2023-02-01_1VL,49
2023-02-01_AOW,86
2023-02-01_1EB,87
2023-02-01_Q5M,84
2023-02-01_BI7,71
2023-02-01_V5L,22
2023-02-01_0CM,17
2023-02-01_UCE,71
2023-02-01_6VM,65
2023-02-01_BC6,91
2023-02-01_KAX,45
2023-02-01_DRI,84
2023-02-01_IAM,104
2023-02-01_1AA,79
2023-02-01_A1R,62
2023-02-01_9P6,105
2023-02-01_W68,75
2023-02-01_I6E,58
2023-02-01_AGN,107
2023-02-01_JFA,104
2023-02-01_9MC,88
2023-02-01_NXN,86
2023-02-01_B34,46
2023-02-01_0GU,62
2023-02-01_XM1,64
2023-02-01_BUH,99
2023-02-01_Y1C,104
2023-02-01_294,85
2023-02-01_ZIK,106
2023-02-01_HZ1,75
2023-02-01_N6O,25
2023-02-01_K6N,109
2023-02-01_QTM,114
2023-02-01_G1F,67
2023-02-01_SSM,101
2023-02-01_OWM,68
2023-02-01_H2M,26
2023-02-01_SZ5,110
2023-02-01_700,96
2023-02-01_6HE,80
2023-02-01_TMT,99
2023-02-01_VZD,102
2023-02-01_T2H,69
2023-02-01_19G,101
2023-02-01_12Q,71
2023-02-01_APM,17
2023-02-01_DF2,61
2023-02-01_BZL,12
2023-02-01_EVR,92
2023-02-01_VS0,83
2023-02-01_MBC,74
2023-02-01_EOE,76
2023-02-01_I8D,87
2023-02-01_X3T,124
2023-02-01_L6F,113
2023-02-01_TFW,109
2023-02-01_WVV,92
2023-02-01_23N,87
2023-02-01_4WI,61
2023-02-01_KO0,109
2023-02-01_0S9,99
2023-02-01_09U,79
2023-02-01_OM7,83
2023-02-01_I9U,72
2023-02-01_RDK,85
2023-02-01_S3E,71
2023-02-01_SWS,70
2023-02-01_WDP,65
2023-02-01_ZII,116
2023-02-01_W67,99
2023-02-01_Q62,80
2023-02-01_ICH,96
2023-02-01_NZP,83
2023-02-01_CM6,101
2023-02-01_IJR,111
2023-02-01_AK3,85
2023-02-01_CW1,85
2023-02-01_P8U,73
2023-02-01_KHT,139
2023-02-01_033,104
2023-02-01_6E0,78
2023-02-01_2EW,52
2023-02-01_9RF,97
2023-02-01_K75,81
2023-02-01_UAJ,82
2023-02-01_PCE,115
2023-02-01_OF0,73
2023-02-01_2UV,113
2023-02-01_PRZ,103
2023-02-01_L15,86
2023-02-01_2YA,128
2023-02-01_214,94
2023-02-01_4V8,105
2023-02-01_CS1,87
2023-02-01_KY2,65
2023-02-01_5SM,70
2023-02-01_3T2,68
2023-02-01_UM6,75
2023-02-01_WMZ,110
2023-02-01_WO7,109
2023-02-01_VEO,82
2023-02-01_TCL,90
2023-02-01_AZV,112
2023-02-01_TV1,94
2023-02-01_BJM,106
2023-02-01_IJC,108
2023-02-01_GIE,111
2023-02-01_NSN,91
2023-02-01_3Y4,73
2023-02-01_X95,100
2023-02-01_PWO,87
2023-02-01_52H,96
2023-02-01_0ZP,115
2023-02-01_9IV,96
2023-02-01_P7I,90
2023-02-01_E6L,98
2023-02-01_CET,114
2023-02-01_O5P,58
2023-02-01_X6B,107
2023-02-01_M36,111
2023-02-01_6TL,113
2023-02-01_OQD,86
2023-02-01_UC4,128
2023-02-01_GMD,86
2023-02-01_PUW,75
2023-02-01_KEC,88
2023-02-01_ZSR,66
2023-02-01_4AH,76
2023-02-01_8XN,99
2023-02-01_ESA,92
2023-02-01_HXV,102
2023-02-01_I8O,96
2023-02-01_H2L,77
2023-02-01_XL2,118
2023-02-01_K4X,86
2023-02-01_REW,125
2023-02-01_26J,106
2023-02-01_I7J,95
2023-02-01_TO8,64
2023-02-01_ANI,86
2023-02-01_GUQ,94
2023-02-01_W06,111
2023-02-01_TGW,76
2023-02-01_BE1,91
2023-02-01_VMM,101
2023-02-01_VBL,123
2023-02-01_Z76,122
2023-02-01_QL3,95
2023-02-01_0TR,116
2023-02-01_N6I,82
2023-02-01_NEG,128
2023-02-01_48S,62
2023-02-01_0JU,66
2023-02-01_2T1,120
2023-02-01_VTE,113
2023-02-01_C5E,106
2023-02-01_94K,103
2023-02-01_OE1,101
2023-02-01_V2R,108
2023-02-01_K2M,93
2023-02-01_T5V,79
2023-02-01_ARC,98
2023-02-01_X3Q,140
2023-02-01_HN1,95
2023-02-01_4EG,79
2023-02-01_WNT,75
2023-02-01_I10,93
2023-02-01_T16,82
2023-02-01_PD6,85
2023-02-01_FTX,111
2023-02-01_MBB,93
2023-02-01_MX8,96
2023-02-01_MPO,110
2023-02-01_4RW,121
2023-02-01_X2X,98
2023-02-01_RVB,67
2023-02-01_488,94
2023-02-01_DS2,69
2023-02-01_92P,47
2023-02-01_YJK,133
2023-02-01_BL1,82
2023-02-01_PEA,76
2023-02-01_T29,75
2023-02-01_56W,114
2023-02-01_2AC,75
2023-02-01_J52,71
2023-02-01_KBV,105
2023-02-01_BJ5,60
2023-02-01_VV4,37
2023-02-01_034,124
2023-02-01_4MO,100
2023-02-01_VTP,107
2023-02-01_RPX,80
2023-02-01_YAQ,88
2023-02-01_B5A,85
2023-02-01_CQT,89
2023-02-01_GW7,74
2023-02-01_2SG,68
2023-02-01_959,73
2023-02-01_XXI,72
2023-02-01_6FB,82
2023-02-01_9LN,80
2023-02-01_4CZ,94
2023-02-01_V2P,94
2023-02-01_N9K,144
2023-02-01_P6E,83
2023-02-01_BDC,78
2023-02-01_W14,89
2023-03-01_1J7,92
2023-03-01_O2O,19
2023-03-01_NZV,15
2023-03-01_8QR,27
2023-03-01_L58,13
2023-03-01_UMC,74
2023-03-01_FK3,128
2023-03-01_I1K,74
2023-03-01_KY6,108
2023-03-01_V8D,94
2023-03-01_EK4,87
2023-03-01_357,108
2023-03-01_O7B,95
2023-03-01_RYX,89
2023-03-01_TEP,113
2023-03-01_CUF,88
2023-03-01_4UY,65
2023-03-01_EQX,79
2023-03-01_I9K,97
2023-03-01_FA8,106
2023-03-01_EPD,83
2023-03-01_VML,36
2023-03-01_GV0,93
2023-03-01_MNO,19
2023-03-01_5KB,88
2023-03-01_6WR,111
2023-03-01_BRZ,139
2023-03-01_BUY,96
2023-03-01_C3A,86
2023-03-01_276,99
2023-03-01_IFB,94
2023-03-01_1PW,74
2023-03-01_6UW,94
2023-03-01_RR1,103
2023-03-01_XTG,109
2023-03-01_JXV,112
2023-03-01_OD3,111
2023-03-01_YTV,127
2023-03-01_Z2T,91
2023-03-01_GOJ,109
2023-03-01_8X9,107
2023-03-01_R83,125
2023-03-01_XIG,77
2023-03-01_CSD,116
2023-03-01_30R,101
2023-03-01_OOY,81
2023-03-01_JCN,73
2023-03-01_G10,80
2023-03-01_MM6,37
2023-03-01_NT4,117
2023-03-01_IOR,44
2023-03-01_J9C,95
2023-03-01_VI4,108
2023-03-01_8WZ,32
2023-03-01_FYB,126
2023-03-01_5GK,85
2023-03-01_QQJ,20
2023-03-01_E9M,43
2023-03-01_F77,104
2023-03-01_JX6,80
2023-03-01_HW6,27
2023-03-01_30I,37
2023-03-01_CWQ,82
2023-03-01_4IM,19
2023-03-01_59A,27
2023-03-01_BZ0,54
2023-03-01_5S5,13
2023-03-01_MK9,109
2023-03-01_JCW,91
2023-03-01_34L,60
2023-03-01_EBP,73
2023-03-01_V4D,100
2023-03-01_3KU,102
2023-03-01_BNR,72
2023-03-01_VGQ,104
2023-03-01_B3W,123
2023-03-01_HOX,54
2023-03-01_9WY,137
2023-03-01_N7J,75
2023-03-01_4YU,119
2023-03-01_JD3,71
2023-03-01_RF2,108
2023-03-01_FBH,104
2023-03-01_P4J,102
2023-03-01_QV8,107
2023-03-01_SH9,79
2023-03-01_DBV,89
2023-03-01_3NQ,115
2023-03-01_651,78
2023-03-01_HOC,89
2023-03-01_3W6,106
2023-03-01_EIZ,91
2023-03-01_87K,115
2023-03-01_289,95
2023-03-01_XRB,122
2023-03-01_BKJ,112
2023-03-01_T91,132
2023-03-01_NVE,149
2023-03-01_CJP,83
2023-03-01_5U5,128
2023-03-01_BPW,68
2023-03-01_GKH,101
2023-03-01_XOK,92
2023-03-01_72S,97
2023-03-01_4PO,79
2023-03-01_5PK,92
2023-03-01_5WG,126
2023-03-01_J9O,82
2023-03-01_6DU,97
2023-03-01_MIH,115
2023-03-01_DSX,53
2023-03-01_F7I,89
2023-03-01_OYD,84
2023-03-01_P3G,119
2023-03-01_B3D,81
2023-03-01_B61,94
2023-03-01_8E0,82
2023-03-01_7NG,134
2023-03-01_222,102
2023-03-01_1TE,82
2023-03-01_CYD,92
2023-03-01_GN3,141
2023-03-01_11W,122
2023-03-01_4SH,114
2023-03-01_3NS,108
2023-03-01_W80,19
2023-03-01_OTS,102
2023-03-01_25G,126
2023-03-01_XUL,70
2023-03-01_Z5T,97
2023-03-01_56P,115
2023-03-01_WIX,100
2023-03-01_TPX,86
2023-03-01_F30,96
2023-03-01_OUG,106
2023-03-01_APN,75
2023-03-01_WRR,88
2023-03-01_K5Q,102
2023-03-01_D68,104
2023-03-01_2P1,104
2023-03-01_B65,82
2023-03-01_EFN,114
2023-03-01_ROF,52
2023-03-01_1EJ,126
2023-03-01_H1M,76
2023-03-01_B9M,58
2023-03-01_1I8,96
2023-03-01_JP8,104
2023-03-01_2PZ,84
2023-03-01_KQC,115
2023-03-01_Z4A,41
2023-03-01_CRS,115
2023-03-01_5ZC,94
2023-03-01_5MR,75
2023-03-01_18L,84
2023-03-01_VAU,116
2023-03-01_1TQ,43
2023-03-01_745,114
2023-03-01_FBN,115
2023-03-01_K71,79
2023-03-01_WGP,96
2023-03-01_Z1H,126
2023-03-01_KDO,101
2023-03-01_YDH,82
2023-03-01_5KJ,55
2023-03-01_EMR,100
2023-03-01_003,103
2023-03-01_SYW,105
2023-03-01_BRP,131
2023-03-01_YLE,99
2023-03-01_J4R,107
2023-03-01_KN2,87
2023-03-01_Y5A,134
2023-03-01_856,99
2023-03-01_FKG,85
2023-03-01_VA1,122
2023-03-01_1EX,90
2023-03-01_SAD,86
2023-03-01_182,74
2023-03-01_0Y9,79
2023-03-01_B45,106
2023-03-01_DMX,114
2023-03-01_A8Q,97
2023-03-01_BHE,102
2023-03-01_45E,93
2023-03-01_W7F,93
2023-03-01_XKD,95
2023-03-01_TVC,90
2023-03-01_FSR,93
2023-03-01_ZXY,74
2023-03-01_3XF,96
2023-03-01_VEF,103
2023-03-01_47F,109
2023-03-01_495,111
2023-03-01_HID,95
2023-03-01_43B,127
2023-03-01_EHY,73
2023-03-01_VTD,99
2023-03-01_KA0,134
2023-03-01_MDL,89
2023-03-01_C4L,133
2023-03-01_WDG,112
2023-03-01_TXU,111
2023-03-01_R2F,108
2023-03-01_GTH,113
2023-03-01_8PU,67
2023-03-01_AOH,108
2023-03-01_RM4,86
2023-03-01_PBR,91
2023-03-01_NWM,87
2023-03-01_TGR,115
2023-03-01_969,98
2023-03-01_6A9,118
2023-03-01_H5M,114
2023-03-01_9IN,109
